,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
1,,老天总喜欢捉弄人，至少我觉得它喜欢捉弄我。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
2,,毕业后的第三年，岚得了一场大病。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
3,,我掏空了积蓄，但钱还是不够。就像女娲补天，精卫填海一般，我努疯狂地去赚钱，但还是无济于事。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
4,,深夜，回到我们二人曾经打拼买下的小家中，我脱下工作服，准备洗澡。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
5,,推开门，没有平常的欢迎声，也没有香喷喷的饭菜香，有的只是空荡荡的房子——这不是家。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
6,,看着相框中我们两人曾经甜蜜的合照，我越发的难受，用拳头狠狠地一遍又一遍捶着墙。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
7,,我怒骂着老天，但更多的是骂着自己，要是当初更加努力，或许就能救下岚。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
8,,在凄惨的处境中回忆幸福，是世间最大的不幸。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
9,,不自觉的，我脑子浮现出岚在医院的画面——白布盖在她娇弱的身躯上，而她躺在病床上，一动不动。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
10,,我给了自己一巴掌，极力克制自己不去想这么些。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
11,,突然电话响起。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
12,,喂，什么时候有时间，回来一趟,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
13,,是老爸的声音。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
14,,我已经很久没和老爸联系过了，岚得病的事情我也没和他说过。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
15,,于是，我应了老爸的邀约，开车回到了家。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
16,,哟——,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
17,,老爸打开门，看到了满脸疲惫的我。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
