,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
1,,时间来到初三这个关键的时间节点，人人都想考一个好高中，便开始努力的学习。而我和那时一样，成绩仍然名列前茅，在全市前一百名。照这个成绩，至少本市的名校我可以随便挑。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
2,,和往常一样，我的圈子还是那样的小。大部分时候，我依旧是孤身一人，只不过手机响的更加频繁。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
3,,你今天在干什么呢？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
4,,学校的食堂越来越难吃了,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
5,,今天上的课好难,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
6,,我成绩在班上进步了,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
7,,……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
8,,岚每天都会发来这些短信，有时是早上，有时是傍晚。不需要回复，仅仅就像是报告一样陈述发生的事情。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
9,,都是一些细枝末节的琐事。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
10,,四季轮转，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
11,,冬去春来，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
12,,盛夏忽至，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
13,,我们成了男女朋友。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
14,月,你高中，想考哪儿？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
15,,有一天，我不经意的问道。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
16,月,不太清楚,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
17,,没有目标啊,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
18,,随波逐流吧，走到哪儿是哪儿,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
19,,好想旅行,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
20,,岚在键盘上敲出这几个字，稍作思考后，还是没有发过去。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
21,,翻开手机相册，里面大都是和月在一起玩耍时留下的照片，剩下的便是天空与云。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
22,,岚抬头望向天空，今天的火烧云，有如波浪一般的，有如薄雾一般的，绚丽夺目。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
23,,明明是站在同一片天空下，仰望同一片天空，怎么感觉彼此之间的距离那么远呢。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
24,,岚叹了口气，靠近座椅后缓缓坐下。闭上双眼，感受着最后一丝盛夏的气息。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
25,,好想见你,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
26,,岚觉得有些肉麻，于是删掉了。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
27,,你在干什么？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
28,,又觉得有些没话找话，再一次迅速的删掉了。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
29,,她最终放弃了，于是盘起双腿，将头埋在大腿间，然后拨通了那个号码。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
30,,喂？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
31,,怎么了岚？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
32,,岚听到了有车驶过的声音，对面似乎刚放学，正走在回家的路上。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
